Season,Wteam,Lteam,Wscore,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wto,Wstl,Wblk,Wpf,Lscore,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lto,Lstl,Lblk,Lpf
2015,1220,1239,94,37,67,9,25,11,15,8,7,10,16,61,21,63,7,19,12,23,11,4,3,15
2015,1222,1293,77,29,64,8,21,11,17,17,7,3,22,74,24,64,6,25,20,27,10,9,4,18
2015,1228,1204,80,23,56,7,19,27,34,9,5,5,20,71,23,64,9,30,16,20,16,5,2,27
2015,1231,1290,116,39,59,11,23,27,37,19,9,3,17,65,25,73,5,19,10,21,11,13,1,28
2015,1232,1237,79,20,50,3,12,36,46,13,8,2,21,66,21,60,7,21,17,23,16,6,1,30
2015,1233,1156,78,23,48,10,25,22,37,10,7,3,15,73,27,64,10,22,9,13,9,5,3,24
2015,1234,1214,90,29,61,9,21,23,33,14,9,7,14,56,20,59,4,18,12,17,17,10,1,25
2015,1235,1324,93,30,58,7,16,26,37,8,6,0,17,82,29,56,9,24,15,20,13,4,0,27
2015,1242,1364,69,22,53,2,10,23,32,16,8,5,12,59,23,56,4,19,9,14,15,8,6,23
2015,1243,1381,98,27,46,10,18,34,48,12,12,3,25,68,20,49,8,20,20,32,24,10,3,31
2015,1246,1213,85,34,70,3,14,14,19,13,8,10,16,45,15,48,7,15,8,16,21,5,3,20
2015,1248,1352,77,25,49,5,13,22,28,14,6,1,21,50,13,52,5,22,19,27,11,9,4,24
2015,1256,1380,85,26,61,8,23,25,40,12,3,7,21,76,27,64,5,18,17,30,10,8,3,30
2015,1257,1278,81,23,50,6,16,29,42,15,11,1,28,68,22,55,4,18,20,33,18,6,0,32
2015,1258,1369,76,28,53,6,14,14,18,14,2,5,19,66,28,66,4,20,6,12,3,7,3,18
2015,1266,1404,79,27,56,10,23,15,23,7,12,4,21,63,22,48,4,13,15,26,19,3,1,19
2015,1267,1240,74,28,56,8,22,10,14,10,8,2,17,55,20,54,10,29,5,12,17,7,2,18
2015,1268,1447,82,24,44,7,14,27,41,14,2,6,19,48,18,67,3,23,9,18,11,5,3,32
2015,1269,1373,95,25,55,6,15,39,52,13,6,7,21,87,34,74,5,18,14,22,14,5,2,34
2015,1274,1224,84,27,59,9,23,21,25,13,12,5,20,49,18,63,2,18,11,21,17,10,3,22
2015,1277,1298,64,25,53,8,19,6,10,15,6,4,13,59,24,59,5,17,6,10,10,8,2,17
2015,1280,1441,66,17,37,4,9,28,37,16,5,5,18,56,21,58,9,24,5,10,11,10,4,22
2015,1282,1281,69,20,54,6,14,23,29,15,6,1,18,61,24,63,5,23,8,16,17,10,6,25
2015,1283,1183,64,20,43,6,12,18,25,9,4,4,14,53,21,51,6,17,5,5,14,2,1,22
2015,1301,1238,93,32,61,8,20,21,32,10,8,7,20,58,18,64,5,24,17,23,12,4,4,25
2015,1307,1226,79,26,59,8,25,19,29,11,3,5,20,55,19,56,5,20,12,21,15,6,2,23
2015,1314,1300,76,27,61,2,11,20,30,14,8,10,24,60,18,56,5,17,19,29,14,9,3,24
2015,1321,1223,65,23,60,6,22,13,19,5,1,3,17,58,21,51,2,15,14,21,10,2,1,16
2015,1323,1127,82,32,58,8,22,10,18,7,14,3,18,39,13,49,3,17,10,13,19,0,2,18
2015,1326,1262,92,37,60,9,22,9,15,9,8,1,15,55,20,47,7,17,8,12,19,3,1,19
2015,1329,1368,83,28,63,12,29,15,18,11,15,9,14,55,19,60,6,28,11,15,21,6,1,16
2015,1332,1164,107,41,73,14,23,11,17,11,9,5,17,65,21,67,12,30,11,20,16,6,6,18
2015,1333,1349,67,24,54,4,11,15,20,13,5,7,14,54,16,52,8,29,14,15,11,7,2,20
2015,1334,1442,73,26,62,4,19,17,24,11,6,2,29,71,23,58,8,27,17,31,9,4,4,20
2015,1336,1288,61,21,48,5,13,14,23,18,5,4,17,48,18,58,3,18,9,12,14,8,4,17
2015,1337,1201,89,29,51,5,15,26,32,16,7,2,23,74,28,59,4,20,14,23,14,11,1,25
2015,1338,1310,78,30,57,7,16,11,14,9,3,2,23,45,12,48,0,14,21,29,11,2,4,18
2015,1343,1351,64,19,43,9,24,17,20,15,7,4,14,58,25,57,6,17,2,4,11,3,2,19
2015,1345,1359,80,26,47,9,21,19,31,16,6,9,16,40,15,66,3,20,7,11,12,8,2,24
2015,1346,1463,88,32,69,5,19,19,30,16,6,11,22,85,30,78,7,22,18,23,10,8,3,28
2015,1350,1347,64,23,48,3,15,15,22,8,6,7,17,46,16,57,1,13,13,17,14,1,2,20
2015,1357,1216,71,30,51,1,8,10,18,18,9,3,16,53,20,51,7,25,6,8,19,5,4,16
2015,1361,1169,79,28,56,6,20,17,26,12,11,7,15,58,24,58,2,6,8,15,17,8,3,19
2015,1365,1168,89,27,55,11,16,24,31,8,6,2,25,72,22,58,9,23,19,28,14,2,2,25
2015,1374,1249,93,33,54,5,16,22,27,10,9,7,20,54,16,51,5,20,17,30,16,6,3,22
2015,1376,1316,81,29,57,4,11,19,26,9,7,3,15,56,18,53,10,32,10,16,15,2,5,22
2015,1385,1312,77,24,58,2,16,27,36,7,6,4,23,58,17,60,7,25,17,24,13,4,4,25
2015,1390,1459,74,28,53,1,8,17,28,12,4,2,18,59,21,47,6,17,11,15,16,4,0,20
2015,1392,1162,57,22,54,3,9,10,21,9,5,1,13,56,21,48,10,24,4,13,13,7,3,25
2015,1393,1244,89,36,75,4,15,13,20,11,15,6,15,42,17,52,5,21,3,6,25,4,2,19
2015,1395,1341,71,23,51,3,15,22,39,16,5,10,17,54,19,58,6,18,10,18,9,11,0,29
2015,1396,1110,40,11,48,5,19,13,18,15,6,3,15,37,12,39,3,23,10,12,14,6,5,17
2015,1400,1295,85,30,62,7,22,18,21,10,7,3,16,50,17,62,7,29,9,17,11,3,2,20
2015,1401,1322,109,42,74,8,17,17,27,13,10,5,24,68,21,58,6,33,20,32,18,7,6,21
2015,1402,1370,62,22,51,5,13,13,17,11,12,2,12,53,18,41,9,18,8,12,18,6,4,15
2015,1403,1259,71,23,58,7,18,18,28,7,9,10,21,59,17,50,9,19,16,23,15,6,5,24
2015,1417,1286,113,39,68,9,19,26,40,11,17,6,20,78,28,59,9,21,13,17,22,4,4,30
2015,1424,1287,60,20,48,4,18,16,27,13,2,12,14,59,21,68,7,22,10,14,6,7,3,25
2015,1426,1133,86,25,53,12,20,24,34,19,7,1,21,75,26,68,9,22,14,25,14,11,6,25
2015,1428,1123,90,29,49,6,9,26,40,14,11,5,18,72,25,55,10,22,12,13,15,5,4,30
2015,1429,1451,72,27,58,4,15,14,24,7,12,3,19,61,19,49,6,18,17,23,20,6,4,22
2015,1430,1377,60,17,43,2,9,24,35,17,6,3,20,52,15,52,4,24,18,28,18,7,2,31
2015,1431,1450,65,22,63,4,14,17,26,14,11,7,14,52,19,54,6,21,8,10,22,5,5,21
2015,1433,1397,85,25,62,11,29,24,40,18,10,4,28,69,24,57,4,17,17,33,19,9,4,34
2015,1434,1190,90,26,52,10,18,28,43,13,5,6,17,76,27,63,8,24,14,23,10,9,3,26
2015,1437,1250,77,27,71,8,33,15,24,9,13,3,11,66,28,51,6,16,4,10,23,6,2,22
2015,1438,1241,79,29,50,5,7,16,21,16,11,7,18,51,15,53,8,26,13,18,18,4,1,15
2015,1439,1271,71,24,46,6,14,17,29,6,4,8,21,46,13,47,5,22,15,26,15,4,3,26
2015,1440,1154,66,26,58,11,29,3,4,13,3,4,18,65,23,42,2,4,17,22,11,6,1,10
2015,1448,1421,80,22,44,4,12,32,45,24,6,5,24,69,20,62,6,26,23,28,12,13,2,30
2015,1449,1354,77,32,68,3,21,10,17,12,3,8,14,59,24,73,5,20,6,13,8,6,0,18
2015,1452,1284,64,18,69,6,29,22,34,14,11,2,17,54,17,38,2,9,18,22,24,7,4,31
2015,1455,1308,71,31,63,0,11,9,16,12,11,4,22,54,16,40,4,17,18,31,20,6,3,15
2015,1458,1297,62,23,47,4,17,12,20,9,3,5,9,31,14,53,2,16,1,5,10,5,1,19
2015,1460,1125,73,24,60,5,23,20,32,14,6,4,23,70,24,51,3,15,19,26,21,7,2,24
2015,1462,1319,93,36,54,7,19,14,19,16,7,8,18,60,24,63,8,20,4,12,16,6,1,19
2015,1102,1154,68,24,43,9,20,11,14,18,3,2,22,55,21,51,4,18,9,19,11,6,0,17
2015,1119,1440,92,36,65,5,19,15,29,18,8,6,20,86,33,75,9,24,11,15,16,10,4,26
2015,1129,1258,77,24,51,8,23,21,24,8,3,1,22,69,24,52,4,14,17,22,14,3,1,20
2015,1132,1179,77,29,56,11,27,8,8,9,10,11,18,58,19,51,7,14,13,20,14,3,1,12
2015,1139,1263,99,41,57,8,16,9,16,12,8,3,19,57,21,54,5,21,10,14,18,5,1,20
2015,1145,1436,64,22,55,8,18,12,20,12,8,6,17,60,19,47,5,18,17,20,17,2,6,23
2015,1161,1285,83,27,52,12,27,17,28,17,2,3,25,66,21,52,6,24,18,25,13,6,2,22
2015,1175,1335,77,24,56,6,16,23,30,10,12,7,21,75,25,60,8,28,17,27,15,7,3,23
2015,1181,1193,109,40,62,9,22,20,28,12,12,4,17,59,22,53,2,14,13,17,18,4,1,20
2015,1199,1264,81,23,40,3,9,32,44,21,8,4,30,66,16,56,9,28,25,36,21,6,1,35
2015,1207,1383,83,32,61,2,10,17,25,10,8,6,16,62,23,71,6,19,10,17,17,6,7,21
2015,1218,1167,72,21,47,8,19,22,36,14,10,5,17,65,24,62,7,23,10,11,19,3,2,28
2015,1219,1115,74,25,47,7,20,17,21,16,6,2,12,62,22,51,8,16,10,15,16,6,2,19
2015,1245,1464,69,23,44,7,15,16,30,13,2,4,23,61,23,63,2,18,13,26,10,4,1,25
2015,1247,1159,57,19,53,3,13,16,19,8,6,6,13,52,20,55,4,21,8,10,13,4,0,18
2015,1261,1205,93,36,69,8,23,13,14,18,7,3,8,82,35,75,9,33,3,5,10,12,0,15
2015,1305,1142,65,23,56,5,15,14,21,3,2,6,14,49,18,58,4,22,9,18,4,2,5,17
2015,1320,1315,64,21,47,6,18,16,23,16,7,3,21,52,16,45,7,19,13,21,14,5,5,25
2015,1325,1111,73,26,55,8,19,13,20,12,2,6,19,47,18,55,4,16,7,16,14,3,2,18
2015,1330,1423,76,26,55,8,15,16,22,16,7,9,14,56,18,56,7,18,13,21,13,8,4,18
2015,1331,1409,77,19,48,7,18,32,44,8,5,7,29,68,21,62,2,19,24,34,12,2,4,31
2015,1340,1425,76,25,64,8,18,18,25,4,10,0,17,68,25,47,4,12,14,22,23,1,7,23
2015,1344,1107,64,24,59,4,13,12,24,12,6,3,15,60,25,53,7,17,3,8,18,6,1,21
2015,1360,1369,67,26,56,8,19,7,10,16,7,2,18,56,21,48,1,14,13,20,19,7,3,16
2015,1367,1197,78,31,67,10,30,6,12,12,11,4,11,65,25,60,9,23,6,7,15,6,1,16
2015,1382,1171,77,26,64,9,21,16,22,7,12,4,19,57,19,53,6,16,13,19,19,0,3,22
2015,1387,1356,62,17,42,8,15,20,30,17,4,3,19,59,21,53,4,13,13,23,14,9,2,25
2015,1419,1412,74,28,67,6,16,12,15,11,8,5,15,65,23,56,6,15,13,15,16,7,7,15
2015,1443,1122,77,23,53,9,21,22,35,13,5,0,23,70,23,52,6,12,18,30,13,3,5,25
2015,1112,1169,86,28,52,8,18,22,35,18,11,2,21,68,22,52,2,10,22,28,16,10,1,25
2015,1116,1106,97,34,60,8,14,21,29,14,14,6,13,79,31,70,9,18,8,10,23,7,3,27
2015,1143,1244,93,35,58,7,12,16,26,15,4,5,18,59,21,60,5,20,12,18,15,5,5,22
2015,1150,1189,73,25,50,7,15,16,32,21,6,4,25,60,22,69,3,20,13,20,14,5,1,27
2015,1166,1152,84,26,58,10,30,22,27,17,8,3,16,66,25,55,10,23,6,10,20,10,1,21
2015,1176,1226,54,18,46,10,29,8,8,10,7,1,15,38,14,39,3,12,7,12,20,5,0,13
2015,1203,1353,70,26,64,6,21,12,17,9,7,3,18,53,19,54,4,18,11,18,16,2,9,18
2015,1206,1343,63,24,55,4,11,11,20,13,7,5,18,60,19,56,9,30,13,17,11,6,5,21
2015,1216,1389,51,15,41,7,20,14,21,13,8,3,19,50,17,41,3,19,13,21,15,7,6,16
2015,1221,1217,58,23,58,3,12,9,17,11,14,2,16,57,21,47,5,14,10,13,24,8,8,14
2015,1228,1164,114,41,74,15,28,17,19,9,10,5,16,56,21,71,6,28,8,11,18,7,7,16
2015,1246,1138,71,25,61,6,20,15,23,14,10,7,21,52,16,46,4,12,16,21,17,5,3,21
2015,1259,1165,76,22,59,8,19,24,34,10,6,3,28,71,21,53,3,19,26,36,10,4,9,24
2015,1267,1366,66,24,56,6,20,12,22,14,6,10,19,47,21,64,2,15,3,16,12,10,6,18
2015,1269,1130,71,20,41,0,3,31,46,15,9,7,22,62,20,57,5,21,17,27,18,9,3,31
2015,1275,1381,76,23,45,9,18,21,34,17,11,1,19,63,24,48,3,12,12,20,16,6,3,23
2015,1281,1434,56,20,50,4,17,12,14,12,4,5,16,41,15,46,4,18,7,12,14,3,4,18
2015,1303,1146,100,34,76,11,22,21,31,16,7,2,20,75,25,57,9,21,16,24,20,5,5,24
2015,1304,1297,80,23,48,8,22,26,30,10,6,7,22,61,21,58,8,23,11,21,13,3,0,24
2015,1307,1168,67,19,39,5,9,24,36,13,1,3,16,59,24,55,9,22,2,7,10,2,4,29
2015,1314,1352,103,36,71,4,16,27,36,8,9,5,20,59,22,61,6,20,9,14,18,4,6,27
2015,1318,1131,71,24,54,9,23,14,21,10,6,3,13,65,21,52,8,19,15,20,8,6,0,17
2015,1323,1298,92,32,57,9,25,19,23,9,11,4,14,53,16,50,6,20,15,15,20,5,0,18
2015,1328,1368,78,29,75,9,21,11,17,10,8,2,16,53,21,64,3,20,8,16,20,5,8,17
2015,1329,1341,74,21,55,6,29,26,41,13,9,6,18,52,20,62,3,16,9,18,15,9,1,26
2015,1336,1200,73,25,53,7,18,16,25,14,7,2,18,54,17,58,8,27,12,19,17,8,6,23
2015,1338,1359,63,24,47,3,9,12,17,11,2,7,15,56,19,59,8,23,10,12,7,4,4,17
2015,1339,1363,73,23,62,7,14,20,27,11,11,1,21,68,24,58,6,20,14,24,17,7,5,23
2015,1345,1237,77,25,50,8,17,19,31,15,9,8,18,57,19,46,6,16,13,17,21,7,0,32
2015,1348,1262,72,30,47,4,13,8,17,18,5,5,22,56,16,43,3,9,21,26,11,8,0,22
2015,1362,1354,91,36,62,12,25,7,15,18,8,2,19,52,18,60,7,25,9,19,15,6,4,21
2015,1371,1273,63,23,58,8,20,9,19,9,9,4,12,47,20,54,3,15,4,10,18,3,3,19
2015,1378,1238,73,22,42,5,14,24,32,20,6,3,19,64,24,61,7,16,9,14,16,9,2,25
2015,1390,1377,84,21,51,4,13,38,46,10,2,5,17,73,24,61,7,19,18,25,9,5,2,31
2015,1393,1214,65,22,53,5,18,16,23,10,4,4,13,47,20,53,4,19,3,8,15,6,0,22
2015,1400,1108,85,32,56,12,25,9,18,12,4,9,10,53,19,64,7,19,8,11,8,2,3,18
2015,1405,1319,71,23,52,3,12,22,30,17,8,6,13,58,22,66,6,22,8,11,17,9,5,23
2015,1414,1334,68,24,50,5,16,15,17,13,4,5,20,50,16,47,8,24,10,20,15,4,2,17
2015,1416,1391,64,19,53,6,22,20,27,9,5,4,14,55,21,59,3,11,10,15,8,4,2,22
2015,1417,1157,84,27,62,8,20,22,26,11,4,3,18,71,24,60,4,22,19,23,10,7,1,18
2015,1421,1187,83,24,55,7,20,28,34,18,3,1,24,79,26,55,7,23,20,30,13,7,3,28
2015,1424,1358,59,21,57,5,13,12,27,10,5,10,11,57,21,69,9,36,6,10,15,3,4,23
2015,1429,1229,60,21,49,7,20,11,19,14,2,6,18,55,22,67,2,15,9,20,7,8,2,17
2015,1438,1313,67,23,53,10,21,11,17,11,9,11,11,39,12,51,7,17,8,9,13,3,4,18
2015,1452,1248,83,31,81,8,33,13,18,6,11,2,16,56,20,46,4,13,12,15,20,3,3,16
2015,1458,1151,89,32,60,8,18,17,23,9,5,2,13,45,18,56,6,22,3,10,11,7,4,19
2015,1461,1294,78,26,42,8,18,18,22,13,5,4,15,70,25,51,6,17,14,19,9,7,0,25
2015,1104,1441,80,23,49,2,17,32,42,15,7,3,20,74,25,59,9,28,15,22,15,8,2,28
2015,1110,1384,49,17,40,8,19,7,10,16,3,2,11,46,15,39,7,22,9,12,12,3,0,15
2015,1113,1126,49,14,37,8,22,13,19,19,7,4,15,39,14,44,4,16,7,12,17,5,0,16
2015,1115,1167,56,18,46,9,16,11,18,11,6,6,19,49,12,37,6,18,19,24,14,4,1,18
2015,1125,1252,87,33,57,16,33,5,7,20,8,6,14,62,23,69,9,33,7,10,13,6,1,11
2015,1160,1120,90,31,53,5,14,23,29,12,6,6,20,59,20,69,5,27,14,20,9,6,1,23
2015,1170,1415,70,29,53,5,9,7,10,10,6,0,18,69,25,56,7,24,12,15,10,6,5,14
2015,1185,1324,89,30,61,7,20,22,35,9,7,2,21,77,27,61,9,24,14,23,14,4,1,28
2015,1186,1430,75,30,55,11,26,4,5,10,5,9,12,50,19,54,6,13,6,10,10,4,3,8
2015,1195,1364,81,28,57,5,13,20,32,10,3,2,19,75,26,65,5,23,18,24,9,1,1,28
2015,1205,1158,80,27,63,7,18,19,32,11,3,0,22,67,23,59,7,23,14,21,11,5,2,27
2015,1211,1374,72,27,60,10,24,8,20,10,6,4,16,56,19,61,6,16,12,16,13,4,4,21
2015,1213,1286,61,20,45,5,19,16,21,15,6,3,22,45,15,43,3,15,12,23,22,8,2,24
2015,1225,1355,82,29,67,8,15,16,22,12,3,0,27,77,27,58,6,19,17,22,12,4,6,21
2015,1227,1442,67,20,54,3,10,24,29,11,7,5,12,64,24,62,9,27,7,10,11,5,3,25
2015,1231,1411,83,32,56,10,15,9,16,13,8,9,16,64,25,58,5,16,9,16,16,9,4,19
2015,1234,1295,87,30,56,9,20,18,20,18,10,4,18,56,18,67,10,27,10,14,16,9,4,16
2015,1235,1209,81,29,60,8,27,15,19,11,5,4,12,58,25,64,5,19,3,5,15,4,1,18
2015,1236,1188,74,24,54,7,17,19,28,11,5,3,17,71,28,66,5,18,10,13,9,4,4,22
2015,1241,1347,74,24,51,6,16,20,26,11,6,4,14,71,25,62,8,26,13,16,11,9,7,21
2015,1243,1282,83,28,48,8,13,19,29,17,6,2,18,73,25,53,7,18,16,20,16,9,2,24
2015,1251,1174,61,20,53,6,18,15,17,12,1,5,19,55,20,67,3,24,12,18,11,4,2,22
2015,1257,1240,88,35,74,5,26,13,27,12,12,4,16,39,14,50,5,26,6,12,20,5,1,21
2015,1268,1148,93,35,63,10,23,13,18,10,7,9,13,57,23,65,5,15,6,10,16,4,0,13
2015,1274,1196,69,24,49,9,18,12,17,13,4,4,12,67,26,50,8,17,7,9,13,8,5,18
2015,1276,1137,77,29,63,8,18,11,18,6,7,4,13,53,19,48,6,20,9,12,17,1,1,21
2015,1279,1407,74,30,60,5,20,9,11,20,8,3,22,64,17,53,7,29,23,30,17,10,3,16
2015,1280,1290,89,31,52,4,15,23,32,26,6,6,17,68,24,68,8,28,12,18,16,16,0,21
2015,1301,1220,76,25,67,6,20,20,31,10,5,7,19,64,21,68,9,28,13,21,13,6,1,21
2015,1312,1263,90,30,51,6,18,24,38,13,8,6,20,86,30,59,9,19,17,21,18,8,1,27
2015,1317,1311,71,18,53,1,11,34,44,21,9,3,19,57,21,63,5,25,10,18,17,11,4,29
2015,1321,1135,69,22,50,8,14,17,21,15,5,1,26,56,16,44,6,15,18,27,15,5,3,18
2015,1332,1178,83,30,67,9,33,14,22,14,6,6,16,66,24,67,7,17,11,14,13,8,0,21
2015,1344,1127,66,24,58,0,9,18,24,18,12,8,19,45,18,54,3,18,6,11,17,5,2,20
2015,1367,1299,63,24,63,9,24,6,14,9,9,1,20,46,16,50,3,20,11,24,14,5,8,18
2015,1379,1375,68,21,51,3,13,23,34,15,8,6,10,59,23,62,5,27,8,10,14,7,4,24
2015,1386,1180,52,18,51,1,11,15,22,13,10,4,16,49,18,53,3,12,10,11,14,3,3,19
2015,1395,1450,81,31,71,8,16,11,19,9,10,2,21,54,19,54,5,14,11,28,17,3,5,20
2015,1396,1256,82,22,51,4,12,34,49,14,6,6,21,75,27,67,9,26,12,26,12,7,4,28
2015,1404,1117,75,26,55,8,20,15,24,12,11,0,18,73,26,45,6,11,15,20,16,6,1,18
2015,1406,1288,51,17,43,3,11,14,23,10,2,4,17,46,17,49,2,19,10,13,10,3,8,18
2015,1409,1418,64,22,53,3,10,17,23,19,8,3,15,53,20,49,5,14,8,13,25,8,4,25
2015,1410,1427,63,23,56,5,15,12,19,18,3,12,20,62,23,75,6,23,10,19,8,9,2,19
2015,1425,1399,70,21,47,4,10,24,34,17,11,5,15,58,23,68,1,18,11,18,16,8,3,23
2015,1436,1373,84,26,38,5,11,27,38,24,10,5,29,76,18,46,6,11,34,38,19,12,0,29
2015,1437,1271,81,29,51,7,21,16,19,12,12,4,20,44,13,38,4,15,14,25,22,10,0,14
2015,1448,1408,71,29,61,5,13,8,14,18,9,4,21,49,15,50,1,20,18,28,16,9,2,17
2015,1457,1155,77,24,62,9,23,20,25,6,9,3,31,74,24,50,3,13,23,39,16,2,8,23
2015,1124,1376,69,21,47,6,18,21,26,11,6,1,20,65,22,54,5,21,16,19,10,4,3,21
2015,1129,1285,72,20,60,10,27,22,28,12,7,5,13,67,25,58,8,25,9,12,17,6,4,23
2015,1138,1426,74,21,54,8,23,24,31,18,6,6,18,68,26,67,9,31,7,15,16,7,3,25
2015,1139,1151,70,22,53,5,13,21,34,11,7,1,16,48,16,47,6,20,10,16,19,2,4,26
2015,1140,1114,91,37,69,7,20,10,20,11,9,0,18,62,21,61,6,18,14,19,14,3,4,19
2015,1141,1464,75,25,64,6,26,19,25,12,4,7,21,63,21,57,8,29,13,23,9,3,2,22
2015,1145,1250,63,19,59,6,27,19,21,13,11,1,18,51,18,55,3,15,12,19,20,6,5,21
2015,1162,1447,70,21,44,8,22,20,23,12,9,5,15,56,23,56,5,14,5,10,12,6,2,19
2015,1165,1159,58,19,49,6,20,14,26,10,8,4,15,52,23,51,5,15,1,7,14,5,2,21
2015,1172,1144,86,36,64,10,21,4,8,9,5,5,22,51,23,49,1,11,4,16,17,3,6,12
2015,1177,1179,80,27,49,9,20,17,21,13,3,5,21,62,23,54,4,12,12,17,10,7,1,17
2015,1181,1277,81,27,50,7,14,20,26,8,6,5,16,71,30,60,5,20,6,10,13,2,0,22
2015,1198,1391,53,18,51,6,19,11,16,6,5,6,10,52,20,48,5,18,7,12,12,2,5,15
2015,1207,1394,78,27,53,4,12,20,30,16,9,6,15,62,22,52,4,14,14,16,16,12,6,28
2015,1208,1392,80,21,47,5,16,33,48,12,5,8,24,70,21,66,8,25,20,26,10,5,4,30
2015,1210,1105,66,24,56,3,16,15,27,14,11,2,17,46,17,47,7,26,5,12,20,5,4,22
2015,1219,1218,62,21,56,2,16,18,22,12,3,0,19,54,16,51,3,17,19,25,12,9,4,23
2015,1238,1239,66,22,51,3,13,19,20,10,11,0,21,57,19,42,9,22,10,23,17,4,0,20
2015,1246,1242,72,25,58,6,18,16,26,6,5,11,21,40,11,56,3,15,15,27,11,5,3,19
2015,1247,1346,60,22,62,5,26,11,20,9,5,4,22,58,18,63,1,7,21,25,16,2,5,20
2015,1261,1403,69,26,71,2,19,15,23,13,8,6,21,64,21,59,3,12,19,28,17,4,6,21
2015,1269,1264,77,24,60,2,10,27,29,17,9,4,18,68,27,59,6,15,8,16,17,7,3,23
2015,1278,1443,76,29,67,8,22,10,19,11,17,5,17,54,18,57,8,28,10,12,25,4,2,20
